Lot Number,PO Number,Prod Qty,PO Date,Qty PO,Due Date,Qty Shipped,First Article,Remark,Tracking No,Real Shipped Date
L14420,1005379,13,2021-03-03 00:00:00,7,2021-05-19 00:00:00,7,,From L14419. Got rejected because depth was not enough. Reworked at BEI.,,2021-06-03 00:00:00
L15726,1008142,6,2023-01-30 00:00:00,5,2023-02-15 00:00:00,5,,from L14419,1Z9V89920394856072,2023-02-02 00:00:00
L16136,1008913,11,2023-09-12 00:00:00,5,2023-12-05 00:00:00,5,,"Have WIP from L14419 11 pcs, HT 15913, 100% on 1 pc",1Z9V89920392810310,2024-01-16 00:00:00
L14417,1005378,5,2021-03-21 00:00:00,5,2021-04-29 00:00:00,5,10826,,,2021-05-31 00:00:00
L14418,1005378,45,2023-03-21 00:00:00,46,2021-05-13 00:00:00,40,,1,-,2021-10-04 00:00:00
L16138,1008916,30,2023-09-12 00:00:00,15,2023-12-04 00:00:00,15,,"Inspection 100% on 2 pcs. 
ST Issued 11/9.
9/7/25 Mat should not be PO 17655",1Z9V89920392810310,2024-01-16 00:00:00
L17359,1011701,,2025-08-23 00:00:00,114,2025-10-24 00:00:00,,bal. 102,"9/4/25 Crystal said 100% all parts. 
9/7/25 Have mat PO 17655, 105"",
ST Issued 09/15/25 ",,
L17428,1011701,8,2025-08-23 00:00:00,0,2025-10-24 00:00:00,8,,"from L16138, 100% all parts",1Z9V89920392646276,2025-10-07 00:00:00
L17429,1011701,5,2025-08-23 00:00:00,0,2025-10-24 00:00:00,4,,"from L14418, 100% all parts",1Z9V89920392646276,2025-10-07 00:00:00
L13556,1003483,7,2019-10-25 00:00:00,5,2020-01-06 00:00:00,5,,"Mat PO 13057
HT PO 13076, 31 pcs
KL PO 15292, 7 pcs",,2020-03-13 00:00:00
L14366,1005317,14,2021-02-12 00:00:00,7,2021-04-21 00:00:00,7,,"Mat PO 15839
HT PO 15873, 34 pcs
KL PO 15937, 12 pcs",,2021-04-28 00:00:00
L14822,1006226,,2021-09-21 00:00:00,10,2021-11-30 00:00:00,9,,"Mat PO 15839
HT PO 15873, 34 pcs
KL PO 16433, 11 pcs",,2021-12-16 00:00:00
L14961,1006226,,2021-09-21 00:00:00,0,2021-11-30 00:00:00,1,,"Mat PO 15839
HT PO 15873, 34 pcs
KL PO 16468, 3 pcs",,2022-01-21 00:00:00
L16133,1008910,,2023-09-12 00:00:00,5,2023-12-11 00:00:00,3,,"Mat PO 17192
HT PO 17726, 12 pcs
NDT PO 18102, 6 pcs
. Long form only. 
Wrong location of scribe alignment mark (MRR# M-67430).",776003530503,2024-04-17 00:00:00
L16133-1,1008910,2,2023-09-12 00:00:00,0,2024-04-26 00:00:00,2,,,776003530503,2024-04-17 00:00:00
L17361,1011708,,2025-08-23 00:00:00,38,2025-11-01 00:00:00,,,"Lin needs to remind Ek not to scribe alignment mark at the wrong location.
Mat from  FRY STEEL Mat PO19051 , Size 5.25""Cut to 0.50-0.53 ,
George PO 19065. ST Issued 12/01/25",,
L17412,P173600,,2025-09-18 00:00:00,100,2026-01-15 00:00:00,,AS,,,
L16134,1008911,13,2023-09-12 00:00:00,5,2023-12-11 00:00:00,5,,"100% on 1 pc, B-20. Used mat PO 17704",1Z9V89920392810310,2024-01-16 00:00:00
L17362,1011709,,2025-08-23 00:00:00,38,2025-11-01 00:00:00,,bal. 31,"Mat PO 17707, 2023, ST Issued 09/08/25
Mat from FRY STEEL 2.8'' make 20 pcs.
Size 5''  Length 6 In.
11/27/25 Have to change to PO 19051, HT: G28628,  because use 17707 to make 3055-239P1",,
L17432,1011709,,2025-08-23 00:00:00,0,2025-11-01 00:00:00,7,,from L16134,1Z9V89920395133083,2025-10-03 00:00:00
L13112,8223,143,2019-02-15 00:00:00,100,2019-04-10 00:00:00,100,10277,,,2019-03-27 00:00:00
L13468,8620,99,2019-08-30 00:00:00,100,2019-12-01 00:00:00,98,,-,-,2019-10-28 00:00:00
L14871,9512,120,2021-10-13 00:00:00,100,2022-02-01 00:00:00,100,,,,2022-02-07 00:00:00
L15576,9812,100,2022-10-28 00:00:00,100,2023-01-05 00:00:00,71,,Revised date to 3/27/23,Drop Off,2023-03-21 00:00:00
L15689,9812,20,2023-10-28 00:00:00,0,2023-01-05 00:00:00,20,11141,from L13112,Drop Off,2023-01-19 00:00:00
L15690,9812,9,2023-10-28 00:00:00,0,2023-01-05 00:00:00,9,,from L14871,Drop Off,2023-01-19 00:00:00
L16043,10100,220,2023-07-21 00:00:00,200,2023-11-15 00:00:00,19,,ST Issued 8/21. Scrap all Later 202pcs,Drop Off,2023-11-07 00:00:00
L16196,10100,19,2023-07-21 00:00:00,0,2023-11-15 00:00:00,18,,from L15576,Drop Off,2023-11-07 00:00:00
L16199,10100,248,2023-07-21 00:00:00,0,2023-11-15 00:00:00,163,,ST  Issued 11/13,Drop Off,2024-01-16 00:00:00
L15530,P122436,23,2022-10-06 00:00:00,15,2022-11-30 00:00:00,15,11104,,770410841179,2022-11-04 00:00:00
L15884,P124954,40,2023-03-31 00:00:00,35,2023-06-07 00:00:00,30,,,1Z9V89920392763309,2023-06-16 00:00:00
L15975,P124954,,2023-03-31 00:00:00,0,2023-06-07 00:00:00,5,,from L15530. Revised Date to 6/12,1Z9V89920392763309,2023-06-16 00:00:00
L17252,P172725,218,2025-06-20 00:00:00,100,2025-11-10 00:00:00,100,11451,ST Issued 07/29/25,drop off,2025-11-18 00:00:00
L17252-1,P172725,,2025-06-20 00:00:00,100,2026-06-14 00:00:00,,100,In stock,,
L16214,P127781,690,2023-10-24 00:00:00,625,2024-02-21 00:00:00,625,AS,Revised 2/21 to 7/30. ST Issue 3/16,1Z9V89920394310286,2024-08-27 00:00:00
L16453,P129877,746,2024-03-11 00:00:00,650,2025-04-15 00:00:00,650,,ST Issue 04-21-25,1Z9V89920393040605,2025-09-22 00:00:00
L16454,P129877,,2024-03-11 00:00:00,650,2025-08-05 00:00:00,,,,,
L15155,P119526,33,2022-03-22 00:00:00,25,2022-05-31 00:00:00,25,11055,,1Z9V89920394663011,2022-06-27 00:00:00
L16817,P132535,5,2024-10-14 00:00:00,5,2024-12-16 00:00:00,5,,from L15155,1Z9V89920394232423,2024-11-21 00:00:00
L14580,P155477,40,2021-08-26 00:00:00,30,2021-05-18 00:00:00,30,10887,"mat PO 14948, 2019. Pull in from 9/10 to 8/26.",-,2021-08-05 00:00:00
L15900,P125086,60,2023-04-17 00:00:00,30,2023-07-06 00:00:00,30,,mat PO 15736,1Z9V89920392763309,2023-06-16 00:00:00
L16675,P131453,30,2024-07-22 00:00:00,30,2024-12-05 00:00:00,30,,from L15900,1Z9V89920394196375,2024-11-18 00:00:00
L17483,P136979,,2025-10-30 00:00:00,125,2025-11-05 00:00:00,,AS,Mat PO 19158,,
L15676,P123658,25,2023-01-04 00:00:00,15,2023-05-19 00:00:00,15,11209,Revised date to 7/4,1Z9V89920394547405,2023-06-28 00:00:00
L16034,P126304,60,2023-07-17 00:00:00,50,2023-10-03 00:00:00,50,11284,"mat PO 14657, 2019. Electrolurgy PO 17886",774549170884,2023-12-19 00:00:00
L16367,P128985,116,2024-01-18 00:00:00,50,2024-11-04 00:00:00,50,,"Mat PO 16537 + 14657 
2022. ST Issue 4/4",1Z9V89920399312882,2024-09-27 00:00:00
L17480,P137360,,2025-10-30 00:00:00,25,2025-11-25 00:00:00,25,,from L16367,,
L17481,P137361,,2025-10-30 00:00:00,30,2026-01-15 00:00:00,,17,from L16367,,
L15952,P125573,72,2023-05-17 00:00:00,60,2023-07-14 00:00:00,60,11219,,772962770636,2023-08-05 00:00:00
L15132,P159073,225,2022-03-11 00:00:00,200,2022-05-05 00:00:00,200,11009,,1Z9V89920396602725,2022-03-25 00:00:00
L16158,P165449,236,2023-09-27 00:00:00,200,2023-11-22 00:00:00,200,,ST Issued 11/29,Drop off,2023-12-08 00:00:00
L17302,P173128,36,2025-07-31 00:00:00,36,2025-08-06 00:00:00,36,,from L16158,,2025-07-31 00:00:00
L17325,P173165,251,2025-08-04 00:00:00,200,2025-09-10 00:00:00,200,,"ST Issued 08/29/25 , MAT FROM PROFESSIONAL PO#19020 SIZE 3/4'' ",1Z9V89920394958113,2025-09-09 00:00:00
L15504,P161271,114,2022-09-23 00:00:00,100,2022-11-23 00:00:00,100,AS,,1Z9V89920395990844,2022-11-07 00:00:00
L15981,P125679,190,2023-06-01 00:00:00,350,2023-08-15 00:00:00,190,11257,ST Issued 9/12. ,"1Z9V89920398380891,   1Z9V89920397330884,   1Z9V89921295447101",2023-10-17 00:00:00
L16194,P125679,170,2023-06-01 00:00:00,0,2023-11-30 00:00:00,160,,ST Issue 10/23,1Z9V89920295687282,2024-01-04 00:00:00
L15649,P162165,122,2022-12-13 00:00:00,50,2023-02-08 00:00:00,50,11149,"used mat PO 17015, 5/16"" instead of 16592, 13/64""",,2023-02-07 00:00:00
L15703,P162560,50,2023-01-16 00:00:00,50,2023-03-08 00:00:00,50,,,,2023-02-07 00:00:00
L15573,P161560,,2022-10-28 00:00:00,50,2023-01-06 00:00:00,,,Cancelled order because could not get material per drawing,,2022-12-19 00:00:00
L15963,P163936,73,2023-06-01 00:00:00,50,2023-06-20 00:00:00,50,,Need to request RMRA for material used 1018 per ASTM A108. ST Issued 6/6/23. RMRA NO. 23B3816,1Z9V89920397798013,2023-07-14 00:00:00
L15541,P161427,117,2022-10-12 00:00:00,50,2023-02-03 00:00:00,50,11137,,Drop Off,2023-01-17 00:00:00
L15663,P123497,64,2022-12-16 00:00:00,50,2023-02-14 00:00:00,50,11173,"Revise due date from 02/14 to 03/24/23 to 4/24. Need to attach IDR153935, diamension anodize undersized.",771847882770,2023-04-13 00:00:00
L15663-R1,P123497,60,2023-05-12 00:00:00,50,2023-06-15 00:00:00,46,11205,remake per IDR 153992. Mat new PO.,772410120071,2023-06-10 00:00:00
L15574,P161564,20,2022-10-28 00:00:00,10,2023-01-06 00:00:00,10,11140,"Jacon PO 17088, not used Aircraft Fastener PO 17130",Drop Off,2023-01-19 00:00:00
L16753,P169423,28,2024-08-28 00:00:00,20,2024-12-03 00:00:00,20,11413,ST Issued 12/24,1Z9V89920393128762,2025-01-27 00:00:00
L13984,P153338,104,2020-05-12 00:00:00,100,2020-07-21 00:00:00,100,10655,,,2020-07-13 00:00:00
L14457,P156009,100,2021-03-18 00:00:00,100,2021-06-03 00:00:00,100,,,,2021-05-13 00:00:00
L14999,P158571,237,2022-01-25 00:00:00,200,2022-04-04 00:00:00,200,,,1Z9V89920399221702,2022-03-18 00:00:00
L16103,P165040,211,2023-08-28 00:00:00,200,2023-11-20 00:00:00,200,,mat PO 16535. ST Issued 10/2,1Z9V89920399504255,2023-11-14 00:00:00
L17334,P173244,240,2025-08-11 00:00:00,200,2025-11-24 00:00:00,200,11449,"9/7/25 have mat PO 16535, 
48"" long x 15 pcs - 250 pcs
 34.25"" long x 15 pcs - 180 pcs
 can be cut to 2.75""  to make  pcs, 1 pc
ST Issued 09/16/25 ",drop off,2025-11-18 00:00:00
L16438,1009683,13,2024-02-27 00:00:00,5,2024-05-29 00:00:00,5,11389,100% 5 pcs. ST Issue 7/9,779529318771,2024-10-25 00:00:00
L16439,1009683,14,2024-02-27 00:00:00,5,2024-06-05 00:00:00,5,,ST Issued 11/7,770004964371,2024-11-16 00:00:00
L14492,P156131,28,2021-06-10 00:00:00,25,2021-06-10 00:00:00,25,10833,,,2021-06-10 00:00:00
L16447,P167239,37,2024-03-07 00:00:00,25,2024-05-30 00:00:00,24,11328,"Mat PO 17649, 76"". ST Issue 3/21",Drop Off,2024-04-22 00:00:00
L14348,P114578,3,2021-02-05 00:00:00,2,2021-05-14 00:00:00,2,10808,Ship UPS 2nd. Revise due date from 5/6 to 5/14,-,2021-05-12 00:00:00
L14582,P115744,13,2021-05-18 00:00:00,6,2021-09-15 00:00:00,6,,Make Traveller 12 pcs. Revise from 10/5 to 9/15,-,2021-09-16 00:00:00
L15050,P119224,22,2022-02-15 00:00:00,17,2022-05-31 00:00:00,17,,,1Z9V89920395857640,2022-04-28 00:00:00
L15188,P119224,1,2022-02-15 00:00:00,1,2022-05-31 00:00:00,1,,from L14348,1Z9V89920395857640,2022-04-28 00:00:00
L15189,P119224,7,2022-02-15 00:00:00,7,2022-05-31 00:00:00,7,,from L14582,1Z9V89920395857640,2022-04-28 00:00:00
L16819,P132584,,2024-10-14 00:00:00,25,2025-01-15 00:00:00,25,11403,Mat PO 16997. ST Issued 11/4,1Z9V89920393240667,2025-01-02 00:00:00
L13305,P105069,15,2019-09-18 00:00:00,11,2019-09-12 00:00:00,11,10316 (*L13304),revised due date from 8/16 to 9/18,-,-
L15723,P162706,76,2023-01-27 00:00:00,100,2023-04-11 00:00:00,76,11178,"Have inserts PO 17270, 500 pcs & inserts PO 16209, 140 pcs only.  Mat PO 17257 & 17093. Revise 4/11 to 4/17. 4/13 will need to use mat PO 16572 & 15927.",Drop off,2023-04-24 00:00:00
L16537,P167895,67,2024-05-02 00:00:00,30,2024-07-11 00:00:00,30,,"Use mat PO 17257, 1 1/8"", not 1"", 70"" L
+ New mat 2024
Insert PO 17270.
ST Issue 7/29",Drop off,2024-11-15 00:00:00
L15949,P164015,300,2023-05-09 00:00:00,250,2023-11-03 00:00:00,288,11276,Need MPS 64,Label Ready,2023-11-28 00:00:00
L15950,P164015,347,2023-05-09 00:00:00,250,2024-03-05 00:00:00,212,,"ST Issue 1/30. 
Mat PO 17864
George PO 17863
Burbank PO 18005
MUST CHECK NICK AND DING BEFORE CAD PLATE.",Drop Off,2024-06-10 00:00:00
L15950-1,P165722,92,2023-10-24 00:00:00,0,2024-09-06 00:00:00,92,,from L15950,Drop Off. Label done.,2024-09-05 00:00:00
L16207,P165722,329,2023-10-24 00:00:00,250,2024-01-08 00:00:00,322,,2/13/24 Defer to 8/5/24. ST Issue 7/30,Drop Off. Label done.,2024-09-05 00:00:00
L16208,P165722,318,2023-10-24 00:00:00,250,2024-03-18 00:00:00,250,,2/13/24 Defer to 9/4/24 to 12/13/24. ST Issued 10/24,Label Ready,2025-01-13 00:00:00
L16208-1,P165722,,2023-10-24 00:00:00,0,2025-04-04 00:00:00,61,,from L16208,Drop Off,2025-03-10 00:00:00
L16209,P165722,293,2023-10-24 00:00:00,250,2024-06-06 00:00:00,259,,2/13/24 Defer to 11/13/24 to 4/4/25. ST Issued 1/20,Drop Off,2025-07-14 00:00:00
L16210,P165722,,2023-10-24 00:00:00,250,2024-08-15 00:00:00,,Bal. 16,2/13/24 Defer to 1/6/25 to 7/10/25,,
L14146,P154377,150,2020-09-17 00:00:00,150,2020-12-23 00:00:00,150,10710,insert PO 15647,,2020-12-21 00:00:00
L14620,P156736,150,2021-06-10 00:00:00,150,2021-08-27 00:00:00,150,,insert PO 16104,,2021-08-26 00:00:00
L15739,P162890,155,2023-02-06 00:00:00,150,2023-04-14 00:00:00,150,11202,Revsie due date to 6/12,Drop off,2023-06-09 00:00:00
L16892,P170804,14,2024-12-17 00:00:00,14,2024-12-30 00:00:00,14,,from L14146,Drop off,2024-12-17 00:00:00
L16893,P170804,11,2024-12-17 00:00:00,11,2024-12-30 00:00:00,11,,from L14620,Drop off,2024-12-17 00:00:00
L16894,P170804,123,2024-12-17 00:00:00,75,2025-03-05 00:00:00,75,,"ST Issued 3/10
Mat PO 18766
Insert PO 17468. We had to throw away insert PO 16104 because it bended when snapped off.",Drop off,2025-03-25 00:00:00
L17321,P173084,,2025-08-04 00:00:00,0,2025-10-20 00:00:00,,Bal. 53,"ST Issued 10/01/25 , 
Mat from Hadco, PO#19071
 size 3 5/8'' Length 3 FT 
George PO#19075",,
L17332,P173084,,2025-08-04 00:00:00,100,2025-10-20 00:00:00,,,"from L16894
Mat PO 18766
3/26/25 Need to order more of MS21209F110P 
",,
L17333,P173084,,2025-08-04 00:00:00,0,2025-10-20 00:00:00,,32,"From L16894, Mat PO 15649",,
L17521,P174292,,,,,,,,,
L14256,P154972,237,2020-11-30 00:00:00,200,2021-01-26 00:00:00,200,10726,,,2021-01-22 00:00:00
L15269,P160058,80,2022-06-01 00:00:00,50,2022-09-06 00:00:00,50,,Revise 9/6 to 9/8,,2022-09-08 00:00:00
L15740,P162891,96,2023-02-06 00:00:00,150,2023-04-21 00:00:00,94,11203,Revised Date to 5/10/23,Drop off,2023-06-09 00:00:00
L15968,P162891,29,2023-02-06 00:00:00,0,2023-04-21 00:00:00,29,,from L14256,Drop off,2023-06-09 00:00:00
L15969,P162891,30,2023-02-06 00:00:00,0,2023-04-21 00:00:00,27,,from L15269,Drop off,2023-06-09 00:00:00
L16491,P167535,170,2024-04-16 00:00:00,150,2024-07-29 00:00:00,150,,ST Issue 7/15,Drop off,2024-09-05 00:00:00
L17324,P173086,153,2025-08-04 00:00:00,150,2025-10-11 00:00:00,135,,"ST Issued 08/29/25 , Fry steel ,
Mat PO 17422, Size 2 1/8 
Length 68.25 In.",Drop off,2025-11-18 00:00:00
L17509,P173086,14,2025-08-04 00:00:00,,2025-10-11 00:00:00,14,,from L16491,Drop off,2025-11-18 00:00:00
L15597,P161792,69,2022-11-04 00:00:00,50,2023-01-13 00:00:00,50,11138,,Drop off,2023-01-17 00:00:00
L15852,,5,,,,,,Chem film PO ,,
L16901,P133106,,2024-12-17 00:00:00,5,2025-03-17 00:00:00,,AS,ST Issued 3/10,,
L15596,P161791,65,2022-11-04 00:00:00,50,2023-01-13 00:00:00,50,11135,,Drop off,2023-01-13 00:00:00
L15170,P159259,15,2022-03-31 00:00:00,5,2022-05-10 00:00:00,5,11030,,1Z9V89920395947909,2022-05-04 00:00:00
L15495,P161194,60,2022-09-21 00:00:00,50,2022-12-02 00:00:00,50,11125,,1Z9V89920398220036,2022-12-16 00:00:00
L16292,P166168,,2023-12-01 00:00:00,49,2023-12-12 00:00:00,49,,Reworked L15495. ,drop off,2023-12-05 00:00:00
L17523,P174297,,,,,,,,,
L15114,P158974,61,2022-03-08 00:00:00,50,2022-04-14 00:00:00,50,11020,insert PO 16571,,2022-04-11 00:00:00
L15849,P163399,70,2023-03-16 00:00:00,50,2023-06-06 00:00:00,50,,"ST Issued 7/17. Mat PO 16597, 2022. ",Drop off,2023-08-21 00:00:00
L16541,P167928,36,2024-05-02 00:00:00,50,2024-08-02 00:00:00,,,"Mat PO 17861. ST Issue 7/25. 
Insert PO 18350",Drop off,2024-08-15 00:00:00
L16721,P167928,11,2024-08-09 00:00:00,0,2024-08-02 00:00:00,11,,from L15114,Drop off,2024-08-15 00:00:00
L16722,P167928,15,2024-08-09 00:00:00,0,2024-08-02 00:00:00,15,,from L15849,Drop off,2024-08-15 00:00:00
L16913,P170835,89,2024-12-17 00:00:00,50,2025-04-04 00:00:00,50,,"Mat PO 16498, ST issued 5/8/25
5/8/25 Mat  PO 16498 cannot use because 204/205. 
Used mat PO 13101, 2016, 1 1/2""
5/11/25 Revised due date to 6/20/25.
Use Insert PO 17616 and no more leftover.",1Z9V89920395081960,2025-05-27 00:00:00
L17522,P174295,,,,,,,,,
L15528,P161369,56,2022-10-05 00:00:00,50,2023-01-13 00:00:00,50,11142,,Drop  off,2023-01-24 00:00:00
L16356,P166630,,2024-01-15 00:00:00,25,2024-02-29 00:00:00,25,11332,Bisco insert PO 17971. Used mat PO 17973. Could not find PO 17968.,Drop off,2024-05-02 00:00:00
L16669,P168995,49,2024-07-22 00:00:00,25,2025-06-06 00:00:00,25,11419,"Mat PO 17603, 1.50""
1/21/25 Changed to Mat PO 17861,  1 3/8""
8/12/24 Insert PO 16828 - 134 pcs. ST Issued 1/23/25",1Z9V89920392336093,2025-02-12 00:00:00
L15149,P159112,32,2022-03-15 00:00:00,25,2022-06-03 00:00:00,21,11050,"insert PO 16603, revise 6/3 to 6/10",,2022-06-29 00:00:00
L15497,P161238,62,2022-09-22 00:00:00,25,2023-01-06 00:00:00,25,,"Make Traveller 50 pcs, mat:17013, 34"" + 16605, 43.5"". Insert PO 17130. Rejected because wrong slot location.",Drop Off,2023-01-19 00:00:00
L15497-R1,P161238,40,2023-02-01 00:00:00,25,2023-02-10 00:00:00,25,,Remake per MRB-9702. Use mat PO 17228,,2023-02-08 00:00:00
L15586,P161728,40,2022-11-02 00:00:00,25,2023-02-03 00:00:00,25,,"Use mat PO 15735, 2020 but it out of round. Can be reworked/sorted.",1Z9V89920392900964,2023-06-20 00:00:00
L16531,P167838,32,2024-04-30 00:00:00,30,2024-07-23 00:00:00,21,,"Mat PO 17994. ST Issue 7/25
Insert PO 18352",Label Ready 30pcs,2024-09-10 00:00:00
L16762,P167838,9,2024-04-30 00:00:00,0,2024-07-23 00:00:00,9,,from L15586. Revised due date 7/23/24 to 9/10/24.,,2024-09-04 00:00:00
L17477,P173983,,2025-10-28 00:00:00,40,2026-01-04 00:00:00,,,,,
L15343,P158701,18,2022-07-06 00:00:00,10,2022-08-08 00:00:00,10,11074,,Drop off,2022-08-04 00:00:00
L16345,P166482,64,2024-01-06 00:00:00,25,2024-02-29 00:00:00,25,11305,"Mat PO 17649, ST Isuued 02/06/24 w/ Jay.
Part was at Uni 16. Ek said to keep it.",1Z9V89920399402749,2024-03-01 00:00:00
L16345-R1,P166482,60,2024-03-14 00:00:00,25,2024-04-30 00:00:00,25,11316,Remake per MRB-11864. Mat PO 17649. ST Issue 3/21,,2024-04-01 00:00:00
L17192,P172341,33,2025-05-13 00:00:00,25,2025-08-18 00:00:00,25,11437,"ST Issued 6/9.  Residual 6+1
 (1pc Rework per  Ya)",Label Ready,2025-06-23 00:00:00
L15650,P162166,76,2022-12-13 00:00:00,50,2023-02-24 00:00:00,50,11155,mat PO 17105. Insert PO 17212,Drop off,2023-02-22 00:00:00
L16222,P165756,25,2023-10-25 00:00:00,10,2024-01-11 00:00:00,10,,From L15650. Revised date 2/15/24,1Z9V89920391946515,2024-02-06 00:00:00
L16539,P167897,,2024-05-02 00:00:00,10,2024-07-11 00:00:00,12,,"from L16222. 
Ask Elias to take all 12 pcs.
Need to check doc make sure right qty
Helicoil done?",1Z9V89920395379961,2024-06-25 00:00:00
L16467,P130082,,2024-03-28 00:00:00,2,2024-06-10 00:00:00,2,11369,Mat PO 17994 Changed to PO 18348,77819526410,2024-08-26 00:00:00
L17375,P136826,,2025-08-27 00:00:00,15,2025-12-01 00:00:00,15,,"ST Issued 10/27/25 
Mat from FRY STEEL PO.19011
size 2 1/4 , cut to 2.0 + 0.05",1Z9V89920390270514,2025-11-24 00:00:00
L15722,P162705,120,2023-01-27 00:00:00,100,2023-04-06 00:00:00,65,11223,Revised 4/6 to 4/17 to 5/15. ST Issued 4/1/23. Closed PO short. Rev:C, drop off,2023-08-21 00:00:00
L16294,P162705,,2024-01-05 00:00:00,44,n/a,0,,"ST Issued  12/5 (Cancelled). Changed Rev:C to D. remake per MRB-11077
Bell used HT 17318 & Mat PO 17843, HT 17881",Skurka closed PO.,2024-09-09 00:00:00
L16350,P166486,107,2024-01-06 00:00:00,70,2024-01-19 00:00:00,70,11293,,,2024-01-18 00:00:00
L16357,P166639,59,2024-01-15 00:00:00,20,2024-07-17 00:00:00,20,11431,"Mat 17318-35 pcs, 17881-59 pcs
Remade 20 pcs on MRB-11066 that could not be disassembled. 
2/13/24 Defer to 7/17/24. ST Issue 7/9
Change Rev:D to E
1/22/25 Found BB# 21 oversize after the cad plate.
3/6/25 More than half have problem. See note at inspection section.","1Z9V89920397456838
Changed to drop off",2025-03-10 00:00:00
L15555,P122207,75,2022-10-20 00:00:00,75,2022-11-18 00:00:00,74,11109,,1Z9V89921298348883 1Z9V89921298558898 1Z9V89921298985104 1Z9V89921299871510 1Z9V89921296742129 1Z9V89921296791077 1Z9V89921293309933,2022-11-07 00:00:00
L17195,P135196,119,2025-05-14 00:00:00,100,2025-08-15 00:00:00,50,100014,"Cut to 1.75 George PO 18892, 
ST Issued 05/30/25.
Ship 3 days cost $900","1Z9V89921291421574
1Z9V89921293503982
1Z9V89921294056008
1Z9V89921294256793
1Z9V89921294717615",2025-06-12 00:00:00
L17195-1,P135196,21,2025-05-14 00:00:00,0,2025-08-15 00:00:00,21,,from L17195,1Z9V89920399020492,2025-06-13 00:00:00
L17195-2,P135196,29,2025-05-14 00:00:00,0,2025-08-15 00:00:00,29,, from L17195,1Z9V89920393097626,2025-06-18 00:00:00
L17400,P137026,19,2025-09-10 00:00:00,19,2025-09-18 00:00:00,19,,from L17195,1Z9V89920394658125,2025-09-10 00:00:00
L17527,P137780,,,,,,,,,
L16212,P127708,,2023-10-24 00:00:00,15,2024-02-06 00:00:00,15,11308,mat PO 16535. Actual used is mat PO 16845,1Z9V89921291442711,2024-03-08 00:00:00
L16020,P126017,17,2023-06-23 00:00:00,15,2023-10-10 00:00:00,15,11285,ST Issued 10/10.                                     10/26 Rev changed B to C,1Z9V89920394038161,2023-12-26 00:00:00
L15093,P158941,30,2022-03-01 00:00:00,20,2022-05-03 00:00:00,20,11018,insert PO 16566,,2022-04-11 00:00:00
L15413,P160813,35,2022-08-12 00:00:00,30,2022-10-13 00:00:00,28,,insert PO 16566,Drop off,2022-10-10 00:00:00
L15624,P161897,43,2022-11-16 00:00:00,30,2023-03-27 00:00:00,30,,"Revised date to 6/23. Mat PO 16042, 2021",Drop off,2023-06-22 00:00:00
L16538,P167896,46,2024-05-02 00:00:00,40,2024-08-09 00:00:00,40,,"8/12/24 Have inserts 
PO 17130 200-400 pcs
Revised 08/09 
ST Issued 8/12. ",Drop off,2024-10-09 00:00:00
L15094,P158941,38,2022-03-01 00:00:00,20,2022-05-03 00:00:00,20,11019,,,2022-04-11 00:00:00
L15425,P160916,44,2022-08-24 00:00:00,25,2022-10-25 00:00:00,25,,"use mat 16438, revise 10/25 to 11/18",1Z9V89920390779529,2022-11-07 00:00:00
L16670,P168996,41,2024-07-22 00:00:00,25,2025-03-05 00:00:00,25,11420,"Mat PO 17861, 1.375"", 2023. ST Issued 1/23/25",1Z9V89920391327309,2025-02-12 00:00:00
L15917,P125164,41,2023-04-21 00:00:00,30,2023-07-21 00:00:00,6,11226,ST Issued 8/2,773063910141,2023-08-15 00:00:00
L15917-1,P125164,6,2023-04-21 00:00:00,0,2023-07-21 00:00:00,6,, from L15917,1Z9V89920396509541,2023-08-17 00:00:00
L15917-2,P125164,28,2023-04-21 00:00:00,0,2023-07-21 00:00:00,18,,,1Z9V89920397473266,2023-08-29 00:00:00
L14132,P112958,12,2020-08-26 00:00:00,12,2020-10-22 00:00:00,12,10681,,,2020-10-26 00:00:00
L15902,P125165,27,2023-04-17 00:00:00,25,2023-07-06 00:00:00,24,11225,ST Issued 8/2. Close PO short. , 1Z9V89920297353110,2023-08-15 00:00:00
L15651,P162167,114,2022-12-13 00:00:00,100,2023-02-24 00:00:00,99,11162,mat PO 17093,Label Ready,2023-03-06 00:00:00
L16100,P126681,41,2023-08-22 00:00:00,30,2024-05-10 00:00:00,30,11366,"ST Issued 8/13
Mat PO 18170",1Z9V89920390755045,2024-08-16 00:00:00
L14334,P114551,7,2021-01-29 00:00:00,7,2021-04-05 00:00:00,7,10771,,,2021-04-01 00:00:00
L14603,P115916,16,2021-08-25 00:00:00,10,2021-08-25 00:00:00,10,,Revise 7/27 to 8/25,-,2021-08-24 00:00:00
L15916,P125161,16,2023-04-21 00:00:00,10,2023-07-06 00:00:00,10,11210,mat PO 12957,1Z9V89920394547405,2023-06-28 00:00:00
